UserId,CommentId,PostId,PostTypeId,Tag,CreationDate
184546,58680185,29,2,browser,2016-02-18T22:32:47.500
184546,58680185,29,2,timezone,2016-02-18T22:32:47.500
184546,58680185,29,2,user-agent,2016-02-18T22:32:47.500
184546,58680185,29,2,timezone-offset,2016-02-18T22:32:47.500
334451,71699455,29,2,html,2017-02-16T10:47:21.667
334451,71699455,29,2,browser,2017-02-16T10:47:21.667
334451,71699455,29,2,timezone,2017-02-16T10:47:21.667
334451,71699455,29,2,user-agent,2017-02-16T10:47:21.667
334451,71699455,29,2,timezone-offset,2017-02-16T10:47:21.667
1098603,75087150,29,2,html,2017-05-17T16:31:36.077
1098603,75087150,29,2,browser,2017-05-17T16:31:36.077
1098603,75087150,29,2,timezone,2017-05-17T16:31:36.077
1098603,75087150,29,2,user-agent,2017-05-17T16:31:36.077
1098603,75087150,29,2,timezone-offset,2017-05-17T16:31:36.077
334451,75118301,29,2,html,2017-05-18T11:30:51.263
334451,75118301,29,2,browser,2017-05-18T11:30:51.263
334451,75118301,29,2,timezone,2017-05-18T11:30:51.263
334451,75118301,29,2,user-agent,2017-05-18T11:30:51.263
334451,75118301,29,2,timezone-offset,2017-05-18T11:30:51.263
459347,98318886,29,2,html,2019-04-24T09:42:16.230
459347,98318886,29,2,browser,2019-04-24T09:42:16.230
459347,98318886,29,2,timezone,2019-04-24T09:42:16.230
459347,98318886,29,2,user-agent,2019-04-24T09:42:16.230
459347,98318886,29,2,timezone-offset,2019-04-24T09:42:16.230
14860,392189,33,2,.net,2009-02-24T02:44:18.303
14860,392189,33,2,math,2009-02-24T02:44:18.303
93031,688952,33,2,.net,2009-05-19T10:40:50.203
93031,688952,33,2,math,2009-05-19T10:40:50.203
65387,14494619,33,2,.net,2012-06-17T17:57:33.003
65387,14494619,33,2,math,2012-06-17T17:57:33.003
1518100,64261781,33,2,.net,2016-07-18T01:58:36.783
1518100,64261781,33,2,math,2016-07-18T01:58:36.783
871910,26409305,36,1,sql,2011-11-03T22:15:15.977
871910,26409305,36,1,sql-server,2011-11-03T22:15:15.977
871910,26409305,36,1,datatable,2011-11-03T22:15:15.977
871910,26409305,36,1,rdbms,2011-11-03T22:15:15.977
2087090,101277477,36,1,sql,2019-08-07T15:37:27.370
2087090,101277477,36,1,sql-server,2019-08-07T15:37:27.370
2087090,101277477,36,1,datatable,2019-08-07T15:37:27.370
2087090,101277477,36,1,rdbms,2019-08-07T15:37:27.370
2016831,112145751,48,1,html,2020-08-14T23:31:09.640
2016831,112145751,48,1,forms,2020-08-14T23:31:09.640
2016831,112145751,48,1,form-submit,2020-08-14T23:31:09.640
2016831,112145751,48,1,submit-button,2020-08-14T23:31:09.640
397861,5953986,49,2,mysql,2011-03-12T14:44:09.653
397861,5953986,49,2,database,2011-03-12T14:44:09.653
397861,5953986,49,2,triggers,2011-03-12T14:44:09.653
15114,1561495,56,2,html,2009-11-06T11:14:02.883
15114,1561495,56,2,forms,2009-11-06T11:14:02.883
15114,1561495,56,2,form-submit,2009-11-06T11:14:02.883
15114,1561495,56,2,submit-button,2009-11-06T11:14:02.883
92813,2366893,56,2,html,2010-03-05T17:34:52.050
92813,2366893,56,2,forms,2010-03-05T17:34:52.050
92813,2366893,56,2,form-submit,2010-03-05T17:34:52.050
92813,2366893,56,2,submit-button,2010-03-05T17:34:52.050
84118,98061397,56,2,html,2019-04-15T12:30:22.793
84118,98061397,56,2,forms,2019-04-15T12:30:22.793
84118,98061397,56,2,form-submit,2019-04-15T12:30:22.793
84118,98061397,56,2,submit-button,2019-04-15T12:30:22.793
771461,108969859,56,2,html,2020-05-04T23:30:41.393
771461,108969859,56,2,forms,2020-05-04T23:30:41.393
771461,108969859,56,2,form-submit,2020-05-04T23:30:41.393
771461,108969859,56,2,submit-button,2020-05-04T23:30:41.393
517705,23919752,58,2,html,2013-05-19T10:18:37.790
517705,23919752,58,2,forms,2013-05-19T10:18:37.790
517705,23919752,58,2,form-submit,2013-05-19T10:18:37.790
517705,23919752,58,2,submit-button,2013-05-19T10:18:37.790
999508,33082797,58,2,html,2014-02-18T12:53:46.867
999508,33082797,58,2,forms,2014-02-18T12:53:46.867
999508,33082797,58,2,form-submit,2014-02-18T12:53:46.867
999508,33082797,58,2,submit-button,2014-02-18T12:53:46.867
3987238,45083295,58,2,html,2015-02-06T17:28:57.467
3987238,45083295,58,2,forms,2015-02-06T17:28:57.467
3987238,45083295,58,2,form-submit,2015-02-06T17:28:57.467
3987238,45083295,58,2,submit-button,2015-02-06T17:28:57.467
3987238,45083618,58,2,html,2015-02-06T17:39:30.497
3987238,45083618,58,2,forms,2015-02-06T17:39:30.497
3987238,45083618,58,2,form-submit,2015-02-06T17:39:30.497
3987238,45083618,58,2,submit-button,2015-02-06T17:39:30.497
517705,45122278,58,2,html,2015-02-08T10:12:36.790
517705,45122278,58,2,forms,2015-02-08T10:12:36.790
517705,45122278,58,2,form-submit,2015-02-08T10:12:36.790
517705,45122278,58,2,submit-button,2015-02-08T10:12:36.790
517705,45122335,58,2,html,2015-02-08T10:17:33.877
517705,45122335,58,2,forms,2015-02-08T10:17:33.877
517705,45122335,58,2,form-submit,2015-02-08T10:17:33.877
517705,45122335,58,2,submit-button,2015-02-08T10:17:33.877
1471,166072,68,2,linq,2008-11-29T03:39:50.237
1471,166072,68,2,.net-3.5,2008-11-29T03:39:50.237
17,167685,68,2,linq,2008-11-30T20:35:33.897
17,167685,68,2,.net-3.5,2008-11-30T20:35:33.897
40814,319593,71,2,performance,2009-02-02T21:01:27.727
40814,319593,71,2,algorithm,2009-02-02T21:01:27.727
40814,319593,71,2,language-agnostic,2009-02-02T21:01:27.727
40814,319593,71,2,unix,2009-02-02T21:01:27.727
40814,319593,71,2,pi,2009-02-02T21:01:27.727
3756358,55632016,72,1,ruby,2015-11-26T10:27:37.230
3756358,55632016,72,1,rdoc,2015-11-26T10:27:37.230
130121,3533005,76,2,php,2010-08-03T13:53:15.850
130121,3533005,76,2,plugins,2010-08-03T13:53:15.850
130121,3533005,76,2,architecture,2010-08-03T13:53:15.850
130121,3533005,76,2,hook,2010-08-03T13:53:15.850
8331,2305373,77,2,php,2010-02-25T14:47:31.670
8331,2305373,77,2,plugins,2010-02-25T14:47:31.670
8331,2305373,77,2,architecture,2010-02-25T14:47:31.670
8331,2305373,77,2,hook,2010-02-25T14:47:31.670
338665,5523966,77,2,php,2011-02-09T23:35:07.600
338665,5523966,77,2,plugins,2011-02-09T23:35:07.600
338665,5523966,77,2,architecture,2011-02-09T23:35:07.600
338665,5523966,77,2,hook,2011-02-09T23:35:07.600
2987930,82737253,77,2,php,2017-12-19T11:21:08.237
2987930,82737253,77,2,plugins,2017-12-19T11:21:08.237
2987930,82737253,77,2,architecture,2017-12-19T11:21:08.237
2987930,82737253,77,2,hook,2017-12-19T11:21:08.237
291496,38607224,82,2,sql,2014-07-21T08:15:31.293
291496,38607224,82,2,sql-server,2014-07-21T08:15:31.293
291496,38607224,82,2,datatable,2014-07-21T08:15:31.293
291496,38607224,82,2,rdbms,2014-07-21T08:15:31.293
837365,79113994,85,1,php,2017-09-06T13:24:26.483
837365,79113994,85,1,sql,2017-09-06T13:24:26.483
837365,79113994,85,1,database,2017-09-06T13:24:26.483
837365,79113994,85,1,flat-file,2017-09-06T13:24:26.483
2452680,92745349,85,1,php,2018-10-21T17:01:58.473
2452680,92745349,85,1,sql,2018-10-21T17:01:58.473
2452680,92745349,85,1,database,2018-10-21T17:01:58.473
2452680,92745349,85,1,flat-file,2018-10-21T17:01:58.473
73747,1837164,98,2,linux,2009-12-18T16:21:37.377
73747,1837164,98,2,winapi,2009-12-18T16:21:37.377
73747,1837164,98,2,visual-c++,2009-12-18T16:21:37.377
73747,1837164,98,2,unix,2009-12-18T16:21:37.377
73747,1837164,98,2,timer,2009-12-18T16:21:37.377
150577,3111125,98,2,linux,2010-06-14T20:32:52.627
150577,3111125,98,2,winapi,2010-06-14T20:32:52.627
150577,3111125,98,2,visual-c++,2010-06-14T20:32:52.627
150577,3111125,98,2,unix,2010-06-14T20:32:52.627
150577,3111125,98,2,timer,2010-06-14T20:32:52.627
73747,3199896,98,2,linux,2010-06-25T12:07:54.000
73747,3199896,98,2,winapi,2010-06-25T12:07:54.000
73747,3199896,98,2,visual-c++,2010-06-25T12:07:54.000
73747,3199896,98,2,unix,2010-06-25T12:07:54.000
73747,3199896,98,2,timer,2010-06-25T12:07:54.000
379897,5198420,98,2,linux,2011-01-16T23:02:29.110
379897,5198420,98,2,winapi,2011-01-16T23:02:29.110
379897,5198420,98,2,visual-c++,2011-01-16T23:02:29.110
379897,5198420,98,2,unix,2011-01-16T23:02:29.110
379897,5198420,98,2,timer,2011-01-16T23:02:29.110
410767,7436261,98,2,linux,2011-06-15T06:16:18.127
410767,7436261,98,2,winapi,2011-06-15T06:16:18.127
410767,7436261,98,2,visual-c++,2011-06-15T06:16:18.127
410767,7436261,98,2,unix,2011-06-15T06:16:18.127
410767,7436261,98,2,timer,2011-06-15T06:16:18.127
815724,10077232,103,2,html,2011-11-20T06:52:34.140
815724,10077232,103,2,browser,2011-11-20T06:52:34.140
815724,10077232,103,2,timezone,2011-11-20T06:52:34.140
815724,10077232,103,2,user-agent,2011-11-20T06:52:34.140
815724,10077232,103,2,timezone-offset,2011-11-20T06:52:34.140
1458506,56629624,103,2,html,2015-12-23T21:26:42.573
1458506,56629624,103,2,browser,2015-12-23T21:26:42.573
1458506,56629624,103,2,timezone,2015-12-23T21:26:42.573
1458506,56629624,103,2,user-agent,2015-12-23T21:26:42.573
1458506,56629624,103,2,timezone-offset,2015-12-23T21:26:42.573
1378018,134138093,103,2,html,2023-04-19T18:57:58.257
1378018,134138093,103,2,browser,2023-04-19T18:57:58.257
1378018,134138093,103,2,timezone,2023-04-19T18:57:58.257
1378018,134138093,103,2,user-agent,2023-04-19T18:57:58.257
1378018,134138093,103,2,timezone-offset,2023-04-19T18:57:58.257
740,8365767,109,1,c#,2008-09-10T18:07:10.927
740,8365767,109,1,sql,2008-09-10T18:07:10.927
740,8365767,109,1,vb.net,2008-09-10T18:07:10.927
740,8365767,109,1,ascii,2008-09-10T18:07:10.927
740,8365767,109,1,hex,2008-09-10T18:07:10.927
