UserId,QuestionId,AcceptedAnswerId,CreationDate,Score,ViewCount,IsCommunityOwned,Tag,AnswerCount,CommentCount,FavouriteCount
744,38838,null,2008-09-02T04:49:37.887,14,16343,false,javascript,13,1,null
744,38838,null,2008-09-02T04:49:37.887,14,16343,false,security,13,1,null
744,38838,null,2008-09-02T04:49:37.887,14,16343,false,encryption,13,1,null
744,38838,null,2008-09-02T04:49:37.887,14,16343,false,passwords,13,1,null
3146,38842,42760,2008-09-02T04:52:52.027,4,9077,false,c#,2,0,null
3146,38842,42760,2008-09-02T04:52:52.027,4,9077,false,c++,2,0,null
3146,38842,42760,2008-09-02T04:52:52.027,4,9077,false,com,2,0,null
3146,38842,42760,2008-09-02T04:52:52.027,4,9077,false,openoffice.org,2,0,null
3146,38842,42760,2008-09-02T04:52:52.027,4,9077,false,ole,2,0,null
3153,38846,38853,2008-09-02T04:58:46.320,9,10463,false,security,5,1,null
3153,38846,38853,2008-09-02T04:58:46.320,9,10463,false,encryption,5,1,null
3153,38846,38853,2008-09-02T04:58:46.320,9,10463,false,cryptography,5,1,null
1463,38861,38921,2008-09-02T05:14:49.587,0,971,false,hardware,3,0,null
1463,38861,38921,2008-09-02T05:14:49.587,0,971,false,windows-server-2008,3,0,null
1596,38864,39209,2008-09-02T05:16:23.360,5,6371,false,windows,8,0,null
1596,38864,39209,2008-09-02T05:16:23.360,5,6371,false,networking,8,0,null
1596,38864,39209,2008-09-02T05:16:23.360,5,6371,false,iphelper,8,0,null
51,38870,38882,2008-09-02T05:21:36.203,16,14331,false,database,9,1,null
51,38870,38882,2008-09-02T05:21:36.203,16,14331,false,data-structures,9,1,null
51,38870,38882,2008-09-02T05:21:36.203,16,14331,false,indexing,9,1,null
51,38870,38882,2008-09-02T05:21:36.203,16,14331,false,schema,9,1,null
2644,38875,38886,2008-09-02T05:24:28.893,24,26698,false,php,10,0,null
2644,38875,38886,2008-09-02T05:24:28.893,24,26698,false,security,10,0,null
2644,38875,38886,2008-09-02T05:24:28.893,24,26698,false,code-injection,10,0,null
3153,38890,38897,2008-09-02T05:34:35.720,1,1890,false,sql-server,3,0,null
3153,38890,38897,2008-09-02T05:34:35.720,1,1890,false,database,3,0,null
2293,38901,38915,2008-09-02T05:43:40.470,2,290,false,ruby-on-rails,2,0,null
2293,38901,38915,2008-09-02T05:43:40.470,2,290,false,ruby,2,0,null
2293,38901,38915,2008-09-02T05:43:40.470,2,290,false,authentication,2,0,null
2293,38901,38915,2008-09-02T05:43:40.470,2,290,false,rest,2,0,null
2293,38901,38915,2008-09-02T05:43:40.470,2,290,false,plugins,2,0,null
2823,38907,39022,2008-09-02T05:46:42.927,6,533,false,eclipse,3,0,null
2823,38907,39022,2008-09-02T05:46:42.927,6,533,false,eclipse-pde,3,0,null
2823,38907,39022,2008-09-02T05:46:42.927,6,533,false,eclipse-3.4,3,0,null
2823,38907,39022,2008-09-02T05:46:42.927,6,533,false,eclipse-3.3,3,0,null
479,38920,38978,2008-09-02T06:15:57.210,2,13531,false,php,5,0,null
479,38920,38978,2008-09-02T06:15:57.210,2,13531,false,iis,5,0,null
479,38920,38978,2008-09-02T06:15:57.210,2,13531,false,smtp,5,0,null
2737,38922,40015,2008-09-02T06:17:20.310,0,279,false,ruby-on-rails,3,0,null
3911,38934,null,2008-09-02T06:38:18.420,20,26667,false,c++,6,0,null
3911,38934,null,2008-09-02T06:38:18.420,20,26667,false,cocoa,6,0,null
3911,38934,null,2008-09-02T06:38:18.420,20,26667,false,macos,6,0,null
393028,38940,38942,2008-09-02T06:50:58.233,4,2032,false,sql,2,0,null
393028,38940,38942,2008-09-02T06:50:58.233,4,2032,false,mysql,2,0,null
null,38948,null,2008-09-02T06:57:32.227,2,635,false,php,4,3,null
null,38948,null,2008-09-02T06:57:32.227,2,635,false,struts,4,3,null
3935,38949,38956,2008-09-02T06:58:34.830,5,1016,false,java,4,0,null
3935,38949,38956,2008-09-02T06:58:34.830,5,1016,false,c,4,0,null
3935,38949,38956,2008-09-02T06:58:34.830,5,1016,false,perl,4,0,null
3935,38949,38956,2008-09-02T06:58:34.830,5,1016,false,unicode,4,0,null
3935,38949,38956,2008-09-02T06:58:34.830,5,1016,false,cross-platform,4,0,null
85,38955,38981,2008-09-02T07:11:40.867,1,836,false,java,1,0,null
85,38955,38981,2008-09-02T07:11:40.867,1,836,false,macos,1,0,null
85,38955,38981,2008-09-02T07:11:40.867,1,836,false,osx-leopard,1,0,null
85,38955,38981,2008-09-02T07:11:40.867,1,836,false,resolutions,1,0,null
2260,38960,38962,2008-09-02T07:18:48.120,242,343780,false,c#,6,0,null
2260,38960,38962,2008-09-02T07:18:48.120,242,343780,false,.net,6,0,null
2260,38960,38962,2008-09-02T07:18:48.120,242,343780,false,io,6,0,null
3207,38987,26853961,2008-09-02T07:44:30.227,6927,3305173,false,python,43,0,null
3207,38987,26853961,2008-09-02T07:44:30.227,6927,3305173,false,dictionary,43,0,null
3207,38987,26853961,2008-09-02T07:44:30.227,6927,3305173,false,merge,43,0,null
4161,38993,39004,2008-09-02T08:05:43.420,4,2689,false,regex,3,0,null
4161,38993,39004,2008-09-02T08:05:43.420,4,2689,false,grep,3,0,null
3212,38998,39015,2008-09-02T08:09:24.253,21,1968,false,c#,10,0,null
3212,38998,39015,2008-09-02T08:09:24.253,21,1968,false,.net,10,0,null
3212,38998,39015,2008-09-02T08:09:24.253,21,1968,false,javascript,10,0,null
3212,38998,39015,2008-09-02T08:09:24.253,21,1968,false,html,10,0,null
3212,38998,39015,2008-09-02T08:09:24.253,21,1968,false,css,10,0,null
3024,39003,39034,2008-09-02T08:13:58.050,33,11786,false,c#,6,0,null
3024,39003,39034,2008-09-02T08:13:58.050,33,11786,false,.net,6,0,null
3024,39003,39034,2008-09-02T08:13:58.050,33,11786,false,unit-testing,6,0,null
3024,39003,39034,2008-09-02T08:13:58.050,33,11786,false,nunit,6,0,null
2975,39006,39321,2008-09-02T08:14:54.833,1,5952,false,windows,2,0,null
2975,39006,39321,2008-09-02T08:14:54.833,1,5952,false,apache,2,0,null
2975,39006,39321,2008-09-02T08:14:54.833,1,5952,false,wamp,2,0,null
1367,39007,39290,2008-09-02T08:15:20.793,4,1352,false,visual-studio-2008,4,0,null
1367,39007,39290,2008-09-02T08:15:20.793,4,1352,false,xaml,4,0,null
3611,39037,39139,2008-09-02T08:42:22.820,7,18686,false,automation,8,0,null
3611,39037,39139,2008-09-02T08:42:22.820,7,18686,false,ms-office,8,0,null
null,39053,null,2008-09-02T08:55:32.413,3,8518,false,jboss,6,0,null
null,39053,null,2008-09-02T08:55:32.413,3,8518,false,datasource,6,0,null
null,39053,null,2008-09-02T08:55:32.413,3,8518,false,jndi,6,0,null
null,39053,null,2008-09-02T08:55:32.413,3,8518,false,ibatis,6,0,null
988,39059,39235,2008-09-02T09:00:58.093,2,9648,false,windows,2,0,null
988,39059,39235,2008-09-02T09:00:58.093,2,9648,false,windows-server-2003,2,0,null
4175,39061,39072,2008-09-02T09:01:50.137,1,496,false,rpn,4,0,null
null,39064,null,2008-09-02T09:04:08.600,2,2636,false,.net,3,0,null
null,39064,null,2008-09-02T09:04:08.600,2,2636,false,c++,3,0,null
null,39064,null,2008-09-02T09:04:08.600,2,2636,false,dll,3,0,null
1090,39065,39083,2008-09-02T09:05:04.433,11,22299,false,c#,3,0,null
1090,39065,39083,2008-09-02T09:05:04.433,11,22299,false,localization,3,0,null
1090,39065,39083,2008-09-02T09:05:04.433,11,22299,false,resx,3,0,null
4161,39066,null,2008-09-02T09:05:28.643,27,45794,false,macos,6,5,null
4161,39066,null,2008-09-02T09:05:28.643,27,45794,false,multiple-monitors,6,5,null
4180,39070,84138,2008-09-02T09:06:04.260,2,3033,false,asp.net,5,0,null
4180,39070,84138,2008-09-02T09:06:04.260,2,3033,false,ftp,5,0,null
4166,39086,39110,2008-09-02T09:19:04.417,377,630471,false,python,13,1,null
4166,39086,39110,2008-09-02T09:19:04.417,377,630471,false,file,13,1,null
2948,39092,null,2008-09-02T09:28:12.630,10,6934,false,windows,20,1,null
2948,39092,null,2008-09-02T09:28:12.630,10,6934,false,opengl,20,1,null
2948,39092,null,2008-09-02T09:28:12.630,10,6934,false,directx,20,1,null
4198,39104,null,2008-09-02T09:40:26.580,33,35042,false,python,4,1,null
4198,39104,null,2008-09-02T09:40:26.580,33,35042,false,distutils,4,1,null
1578,39107,39875,2008-09-02T09:41:23.410,18,13742,false,networking,10,1,null
1578,39107,39875,2008-09-02T09:41:23.410,18,13742,false,bandwidth,10,1,null
1578,39107,39875,2008-09-02T09:41:23.410,18,13742,false,throttling,10,1,null
3993,39108,null,2008-09-02T09:41:44.017,5,1661,false,java,4,0,null
3993,39108,null,2008-09-02T09:41:44.017,5,1661,false,user-interface,4,0,null
3993,39108,null,2008-09-02T09:41:44.017,5,1661,false,swing,4,0,null
3993,39108,null,2008-09-02T09:41:44.017,5,1661,false,animation,4,0,null
2471,39112,40065,2008-09-02T09:42:44.373,81,42690,false,c#,9,0,null
2471,39112,40065,2008-09-02T09:42:44.373,81,42690,false,.net,9,0,null
2471,39112,40065,2008-09-02T09:42:44.373,81,42690,false,asp.net,9,0,null
2471,39112,40065,2008-09-02T09:42:44.373,81,42690,false,caching,9,0,null
4192,39116,39147,2008-09-02T09:44:16.400,17,15787,false,c#,3,0,null
4192,39116,39147,2008-09-02T09:44:16.400,17,15787,false,visual-studio-2008,3,0,null
4192,39116,39147,2008-09-02T09:44:16.400,17,15787,false,linker,3,0,null
905,39119,39156,2008-09-02T09:46:16.940,3,6247,false,.net,3,0,null
905,39119,39156,2008-09-02T09:46:16.940,3,6247,false,winforms,3,0,null
905,39119,39156,2008-09-02T09:46:16.940,3,6247,false,treeview,3,0,null
905,39119,39156,2008-09-02T09:46:16.940,3,6247,false,treenode,3,0,null
115,39121,39828,2008-09-02T09:46:36.907,4,586,false,testing,4,0,null
115,39121,39828,2008-09-02T09:46:36.907,4,586,false,beta,4,0,null
254,39125,null,2008-09-02T09:49:42.640,4,1483,false,c#,4,0,null
254,39125,null,2008-09-02T09:49:42.640,4,1483,false,.net,4,0,null
254,39125,null,2008-09-02T09:49:42.640,4,1483,false,class-library,4,0,null
1109,39135,null,2008-09-02T09:56:01.783,8,11000,false,macos,4,0,null
1109,39135,null,2008-09-02T09:56:01.783,8,11000,false,ftp,4,0,null
1109,39135,null,2008-09-02T09:56:01.783,8,11000,false,ssh,4,0,null
1109,39135,null,2008-09-02T09:56:01.783,8,11000,false,sftp,4,0,null
4161,39154,39179,2008-09-02T10:06:25.487,2,255,false,version-control,5,0,null
4161,39154,39179,2008-09-02T10:06:25.487,2,255,false,versioning,5,0,null
4161,39154,39179,2008-09-02T10:06:25.487,2,255,false,revision-history,5,0,null
4161,39154,39179,2008-09-02T10:06:25.487,2,255,false,revisions,5,0,null
4203,39187,280699,2008-09-02T10:31:38.813,77,153092,false,intellij-idea,9,4,null
4203,39187,280699,2008-09-02T10:31:38.813,77,153092,false,color-scheme,9,4,null
3827,39194,39309,2008-09-02T10:37:06.333,8,2377,false,java,4,0,null
3827,39194,39309,2008-09-02T10:37:06.333,8,2377,false,macos,4,0,null
3827,39194,39309,2008-09-02T10:37:06.333,8,2377,false,deployment,4,0,null
2138,39196,null,2008-09-02T10:37:14.633,1,3276,false,sql,1,0,null
2138,39196,null,2008-09-02T10:37:14.633,1,3276,false,mysql,1,0,null
2138,39196,null,2008-09-02T10:37:14.633,1,3276,false,performance,1,0,null
163,39222,39238,2008-09-02T10:57:10.873,7,3032,false,exception,5,0,null
163,39222,39238,2008-09-02T10:57:10.873,7,3032,false,visual-c++,5,0,null
163,39222,39238,2008-09-02T10:57:10.873,7,3032,false,gcc,5,0,null
163,39222,39238,2008-09-02T10:57:10.873,7,3032,false,cross-platform,5,0,null
163,39222,39238,2008-09-02T10:57:10.873,7,3032,false,portability,5,0,null
184,39229,39232,2008-09-02T11:07:23.250,5,1201,false,.net,5,0,null
184,39229,39232,2008-09-02T11:07:23.250,5,1201,false,visual-studio,5,0,null
4163,39233,null,2008-09-02T11:09:51.450,2,6194,false,vba,1,0,null
4163,39233,null,2008-09-02T11:09:51.450,2,6194,false,outlook,1,0,null
4163,39233,null,2008-09-02T11:09:51.450,2,6194,false,outlook-2007,1,0,null
4163,39233,null,2008-09-02T11:09:51.450,2,6194,false,filedialog,1,0,null
8,4,7,2008-07-31T21:42:52.667,806,76733,true,c#,13,5,null
8,4,7,2008-07-31T21:42:52.667,806,76733,true,floating-point,13,5,null
8,4,7,2008-07-31T21:42:52.667,806,76733,true,type-conversion,13,5,null
8,4,7,2008-07-31T21:42:52.667,806,76733,true,double,13,5,null
8,4,7,2008-07-31T21:42:52.667,806,76733,true,decimal,13,5,null
9,6,31,2008-07-31T22:08:08.620,320,24503,false,html,7,0,null
9,6,31,2008-07-31T22:08:08.620,320,24503,false,css,7,0,null
9,6,31,2008-07-31T22:08:08.620,320,24503,false,internet-explorer-7,7,0,null
1,9,1404,2008-07-31T23:40:59.743,2248,827598,true,c#,75,11,null
1,9,1404,2008-07-31T23:40:59.743,2248,827598,true,.net,75,11,null
1,9,1404,2008-07-31T23:40:59.743,2248,827598,true,datetime,75,11,null
1,11,1248,2008-07-31T23:55:37.967,1653,202800,true,c#,42,4,null
1,11,1248,2008-07-31T23:55:37.967,1653,202800,true,datetime,42,4,null
1,11,1248,2008-07-31T23:55:37.967,1653,202800,true,time,42,4,null
1,11,1248,2008-07-31T23:55:37.967,1653,202800,true,datediff,42,4,null
1,11,1248,2008-07-31T23:55:37.967,1653,202800,true,relative-time-span,42,4,null
9,13,null,2008-08-01T00:42:38.903,720,306156,false,html,27,10,null
9,13,null,2008-08-01T00:42:38.903,720,306156,false,browser,27,10,null
9,13,null,2008-08-01T00:42:38.903,720,306156,false,timezone,27,10,null
9,13,null,2008-08-01T00:42:38.903,720,306156,false,user-agent,27,10,null
9,13,null,2008-08-01T00:42:38.903,720,306156,false,timezone-offset,27,10,null
292,1261,1272,2008-08-04T14:06:48.540,66,43004,false,svn,12,0,null
292,1261,1272,2008-08-04T14:06:48.540,66,43004,false,version-control,12,0,null
292,1261,1272,2008-08-04T14:06:48.540,66,43004,false,cvs,12,0,null
83,21184,21389,2008-08-21T21:03:39.920,15,8375,false,.net,2,1,null
83,21184,21389,2008-08-21T21:03:39.920,15,8375,false,linq,2,1,null
83,21184,21389,2008-08-21T21:03:39.920,15,8375,false,.net-3.5,2,1,null
83,21184,21389,2008-08-21T21:03:39.920,15,8375,false,paging,2,1,null
1190,25475,25479,2008-08-25T00:03:13.457,4,1847,false,unicode,1,0,null
1190,25475,25479,2008-08-25T00:03:13.457,4,1847,false,internationalization,1,0,null
1190,25475,25479,2008-08-25T00:03:13.457,4,1847,false,antlr,1,0,null
1190,25475,25479,2008-08-25T00:03:13.457,4,1847,false,parsing,1,0,null
1190,25481,25484,2008-08-25T00:07:43.087,4,4954,false,ant,6,0,null
1190,25481,25484,2008-08-25T00:07:43.087,4,4954,false,antlr,6,0,null
1190,25481,25484,2008-08-25T00:07:43.087,4,4954,false,parsing,6,0,null
4215,40054,40208,2008-09-02T17:08:36.690,6,1391,false,c#,4,0,null
4215,40054,40208,2008-09-02T17:08:36.690,6,1391,false,linq,4,0,null
117,16298,16311,2008-08-19T14:42:29.440,46,209742,false,dns,7,3,null
117,16298,16311,2008-08-19T14:42:29.440,46,209742,false,web-hosting,7,3,null
117,16298,16311,2008-08-19T14:42:29.440,46,209742,false,cname,7,3,null
381,4519,4691,2008-08-07T08:20:47.100,5,41201,false,unix,9,0,null
381,4519,4691,2008-08-07T08:20:47.100,5,41201,false,vpn,9,0,null
381,4519,4691,2008-08-07T08:20:47.100,5,41201,false,xming,9,0,null
116,10499,29807,2008-08-13T23:49:15.623,60,238802,false,oracle,11,0,null
116,10499,29807,2008-08-13T23:49:15.623,60,238802,false,connection,11,0,null
116,10499,29807,2008-08-13T23:49:15.623,60,238802,false,tnsnames,11,0,null
116,10499,29807,2008-08-13T23:49:15.623,60,238802,false,tns,11,0,null
3587,34439,34452,2008-08-29T15:05:17.237,693,722838,false,python,22,1,null
3587,34439,34452,2008-08-29T15:05:17.237,693,722838,false,introspection,22,1,null
3146,37219,37267,2008-08-31T22:51:21.327,251,139074,false,git,9,3,null
578,9204,null,2008-08-12T20:06:13.843,31,11693,false,.net,5,0,null
578,9204,null,2008-08-12T20:06:13.843,31,11693,false,debugging,5,0,null
578,9204,null,2008-08-12T20:06:13.843,31,11693,false,il,5,0,null
779,6369,10838,2008-08-08T20:48:29.377,19,52340,false,sql,11,2,null
779,6369,10838,2008-08-08T20:48:29.377,19,52340,false,sap-ase,11,2,null
763,6371,6380,2008-08-08T20:50:02.930,185,43195,true,mysql,14,2,null
763,6371,6380,2008-08-08T20:50:02.930,185,43195,true,svn,14,2,null
1363,27206,27344,2008-08-26T01:29:27.423,2,611,false,sql,2,0,null
1363,27206,27344,2008-08-26T01:29:27.423,2,611,false,sql-server-2005,2,0,null
1363,27206,27344,2008-08-26T01:29:27.423,2,611,false,partitioning,2,0,null
1293,27219,27259,2008-08-26T01:46:27.273,8,15572,false,javascript,3,0,null
1293,27219,27259,2008-08-26T01:46:27.273,8,15572,false,jquery,3,0,null
1293,27219,27259,2008-08-26T01:46:27.273,8,15572,false,html,3,0,null
1143,33222,950946,2008-08-28T19:47:24.710,4,2619,false,compact-framework,4,1,null
1143,33222,950946,2008-08-28T19:47:24.710,4,2619,false,gdi+,4,1,null
1143,33222,950946,2008-08-28T19:47:24.710,4,2619,false,windows-ce,4,1,null
2640,33223,33243,2008-08-28T19:47:58.187,9,831,false,asp.net,8,0,null
2640,33223,33243,2008-08-28T19:47:58.187,9,831,false,css,8,0,null
2640,33223,33243,2008-08-28T19:47:58.187,9,831,false,xhtml,8,0,null
2640,33223,33243,2008-08-28T19:47:58.187,9,831,false,semantics,8,0,null
3475,33226,33285,2008-08-28T19:48:49.527,5,11126,false,sql-server-2000,3,0,null
3475,33226,33285,2008-08-28T19:48:49.527,5,11126,false,sysobjects,3,0,null
2701,36081,36097,2008-08-30T16:19:22.387,4,3945,false,exception,3,0,null
2701,36081,36097,2008-08-30T16:19:22.387,4,3945,false,ado.net,3,0,null
2701,36081,36097,2008-08-30T16:19:22.387,4,3945,false,.net-2.0,3,0,null
2701,36081,36097,2008-08-30T16:19:22.387,4,3945,false,error-handling,3,0,null
299,28478,28498,2008-08-26T16:03:37.260,11,4786,false,.net,2,0,null
299,28478,28498,2008-08-26T16:03:37.260,11,4786,false,vb.net,2,0,null
299,28478,28498,2008-08-26T16:03:37.260,11,4786,false,if-statement,2,0,null
299,28478,28498,2008-08-26T16:03:37.260,11,4786,false,iif-function,2,0,null
1341,28481,28490,2008-08-26T16:04:53.450,2,1128,false,visual-studio-2008,2,0,null
1341,28481,28490,2008-08-26T16:04:53.450,2,1128,false,web-applications,2,0,null
1266,13396,13435,2008-08-16T22:28:39.827,12,665,false,.net,6,0,null
1266,13396,13435,2008-08-16T22:28:39.827,12,665,false,python,6,0,null
1266,13396,13435,2008-08-16T22:28:39.827,12,665,false,arrays,6,0,null
1266,13396,13435,2008-08-16T22:28:39.827,12,665,false,loops,6,0,null
1266,13396,13435,2008-08-16T22:28:39.827,12,665,false,iteration,6,0,null
797,30170,35889456,2008-08-27T13:53:51.087,11,7600,false,html,11,2,null
797,30170,35889456,2008-08-27T13:53:51.087,11,7600,false,css,11,2,null
797,30170,35889456,2008-08-27T13:53:51.087,11,7600,false,css-selectors,11,2,null
797,30170,35889456,2008-08-27T13:53:51.087,11,7600,false,css-variables,11,2,null
96,30171,30172,2008-08-27T13:53:58.840,5,7002,false,java,3,0,null
96,30171,30172,2008-08-27T13:53:58.840,5,7002,false,.net,3,0,null
96,30171,30172,2008-08-27T13:53:58.840,5,7002,false,service,3,0,null
96,30171,30172,2008-08-27T13:53:58.840,5,7002,false,primitive,3,0,null
2495,22524,23004,2008-08-22T14:39:14.033,17,37681,false,powershell,6,0,null
2490,22528,22587,2008-08-22T14:41:20.597,11,3237,false,php,6,0,null
2490,22528,22587,2008-08-22T14:41:20.597,11,3237,false,coding-style,6,0,null
3135,46074,46143,2008-09-05T15:43:15.010,6,367,false,php,5,1,null
3135,46074,46143,2008-09-05T15:43:15.010,6,367,false,hosting,5,1,null
3135,46074,46143,2008-09-05T15:43:15.010,6,367,false,dns,5,1,null
1446,46079,46138,2008-09-05T15:45:22.713,11,4566,false,asp.net,7,0,null
1446,46079,46138,2008-09-05T15:45:22.713,11,4566,false,javascript,7,0,null
1446,46079,46138,2008-09-05T15:45:22.713,11,4566,false,jquery,7,0,null
1446,46079,46138,2008-09-05T15:45:22.713,11,4566,false,webforms,7,0,null
1446,46079,46138,2008-09-05T15:45:22.713,11,4566,false,.net-1.1,7,0,null
1463,46080,46083,2008-09-05T15:45:53.380,223,137045,false,svn,13,0,null
1463,46080,46083,2008-09-05T15:45:53.380,223,137045,false,tortoisesvn,13,0,null
4050,43180,45684,2008-09-04T04:28:09.230,610,125754,true,operating-system,28,9,null
4050,43180,45684,2008-09-04T04:28:09.230,610,125754,true,kernel,28,9,null
4050,43180,45684,2008-09-04T04:28:09.230,610,125754,true,osdev,28,9,null
877,15015,15069,2008-08-18T18:12:09.187,8,7210,false,.net,6,0,null
877,15015,15069,2008-08-18T18:12:09.187,8,7210,false,automated-tests,6,0,null
877,15015,15069,2008-08-18T18:12:09.187,8,7210,false,watin,6,0,null
null,15023,null,2008-08-18T18:17:12.687,11,3539,false,c#,2,0,null
null,15023,null,2008-08-18T18:17:12.687,11,3539,false,wpf,2,0,null
null,15023,null,2008-08-18T18:17:12.687,11,3539,false,bitmap,2,0,null
1795,15024,15035,2008-08-18T18:17:49.787,17,1708,false,version-control,14,0,null
1795,15024,15035,2008-08-18T18:17:49.787,17,1708,false,bug-tracking,14,0,null
1795,15024,15035,2008-08-18T18:17:49.787,17,1708,false,dailybuilds,14,0,null
1310,44853,44870,2008-09-04T21:37:43.203,55,22750,false,java,4,1,null
1310,44853,44870,2008-09-04T21:37:43.203,55,22750,false,ant,4,1,null
1310,44853,44870,2008-09-04T21:37:43.203,55,22750,false,javadoc,4,1,null
1310,44853,44870,2008-09-04T21:37:43.203,55,22750,false,classcastexception,4,1,null
2168,44864,null,2008-09-04T21:47:59.310,4,282,false,html,4,0,null
2168,44864,null,2008-09-04T21:47:59.310,4,282,false,css,4,0,null
30,1276,1338,2008-08-04T14:31:11.410,340,227922,false,mysql,15,0,null
30,1276,1338,2008-08-04T14:31:11.410,340,227922,false,database,15,0,null
30,1276,1338,2008-08-04T14:31:11.410,340,227922,false,database-performance,15,0,null
null,1284,null,2008-08-04T14:40:58.050,24,9555,false,sql,8,0,null
null,1284,null,2008-08-04T14:40:58.050,24,9555,false,xss,8,0,null
null,1284,null,2008-08-04T14:40:58.050,24,9555,false,sql-injection,8,0,null
192,1292,1305,2008-08-04T14:47:10.970,63,36962,false,.net,8,0,null
192,1292,1305,2008-08-04T14:47:10.970,63,36962,false,collections,8,0,null
192,1292,1305,2008-08-04T14:47:10.970,63,36962,false,queue,8,0,null
4215,41824,null,2008-09-03T14:42:12.243,15,45077,false,asp.net,6,1,null
3848,41832,41859,2008-09-03T14:45:16.697,2,1076,false,.net,1,0,null
3848,41832,41859,2008-09-03T14:45:16.697,2,1076,false,c++,1,0,null
3848,41832,41859,2008-09-03T14:45:16.697,2,1076,false,com,1,0,null
2701,27220,null,2008-08-26T01:46:31.720,143,233106,false,c++,6,1,null
2701,27220,null,2008-08-26T01:46:31.720,143,233106,false,winapi,6,1,null
889,27222,27236,2008-08-26T01:47:29.813,10,8857,false,php,4,1,null
889,27222,27236,2008-08-26T01:47:29.813,10,8857,false,html,4,1,null
889,27222,27236,2008-08-26T01:47:29.813,10,8857,false,dom,4,1,null
11,14,null,2008-08-01T00:59:11.177,507,185123,false,.net,14,1,null
11,14,null,2008-08-01T00:59:11.177,507,185123,false,math,14,1,null
2,16,12446,2008-08-01T04:59:33.643,159,88393,false,c#,7,0,null
2,16,12446,2008-08-01T04:59:33.643,159,88393,false,linq,7,0,null
2,16,12446,2008-08-01T04:59:33.643,159,88393,false,web-services,7,0,null
2,16,12446,2008-08-01T04:59:33.643,159,88393,false,.net-3.5,7,0,null
2,17,26,2008-08-01T05:09:55.993,199,87599,false,mysql,9,3,null
2,17,26,2008-08-01T05:09:55.993,199,87599,false,database,9,3,null
2,17,26,2008-08-01T05:09:55.993,199,87599,false,binary-data,9,3,null
2,17,26,2008-08-01T05:09:55.993,199,87599,false,data-storage,9,3,null
191,39240,39316,2008-09-02T11:12:35.000,2,1509,false,sql,3,0,null
191,39240,39316,2008-09-02T11:12:35.000,2,1509,false,sql-server,3,0,null
191,39240,39316,2008-09-02T11:12:35.000,2,1509,false,database,3,0,null
4021,39243,39311,2008-09-02T11:14:36.133,0,142,false,sql-server,3,0,null
122,10506,10549,2008-08-13T23:57:01.567,3,1858,false,java,2,0,null
122,10506,10549,2008-08-13T23:57:01.567,3,1858,false,db2,2,0,null
122,10506,10549,2008-08-13T23:57:01.567,3,1858,false,dbunit,2,0,null
122,10506,10549,2008-08-13T23:57:01.567,3,1858,false,db2-luw,2,0,null
115,10515,10519,2008-08-14T00:12:18.980,9,2031,false,php,7,0,null
115,10515,10519,2008-08-14T00:12:18.980,9,2031,false,windows,7,0,null
115,10515,10519,2008-08-14T00:12:18.980,9,2031,false,iis,7,0,null
115,10515,10519,2008-08-14T00:12:18.980,9,2031,false,portability,7,0,null
115,10515,10519,2008-08-14T00:12:18.980,9,2031,false,lamp,7,0,null
