UserId,AnswerId,QuestionId,IsAcceptedAnswer,CreationDate,Score,ViewCount,IsCommunityOwned,Tag,CommentCount,FavouriteCount
2257,38915,38901,false,2008-09-02T06:09:25.010,2,null,false,plugins,0,null
2661,38919,38870,false,2008-09-02T06:12:21.523,2,null,false,database,0,null
2661,38919,38870,false,2008-09-02T06:12:21.523,2,null,false,data-structures,0,null
2661,38919,38870,false,2008-09-02T06:12:21.523,2,null,false,indexing,0,null
2661,38919,38870,false,2008-09-02T06:12:21.523,2,null,false,schema,0,null
2072,38921,38861,false,2008-09-02T06:16:07.240,2,null,false,hardware,0,null
2072,38921,38861,false,2008-09-02T06:16:07.240,2,null,false,windows-server-2008,0,null
2257,38923,38920,false,2008-09-02T06:17:59.577,1,null,false,php,0,null
2257,38923,38920,false,2008-09-02T06:17:59.577,1,null,false,iis,0,null
2257,38923,38920,false,2008-09-02T06:17:59.577,1,null,false,smtp,0,null
2703,38926,38784,false,2008-09-02T06:20:08.247,0,null,false,visual-studio,0,null
2703,38926,38784,false,2008-09-02T06:20:08.247,0,null,false,delphi,0,null
2703,38926,38784,false,2008-09-02T06:20:08.247,0,null,false,brief-bookmarks,0,null
716,38927,38922,false,2008-09-02T06:27:10.537,1,null,false,ruby-on-rails,0,null
4154,38928,38890,false,2008-09-02T06:30:44.850,1,null,false,sql-server,0,null
4154,38928,38890,false,2008-09-02T06:30:44.850,1,null,false,database,0,null
257,38942,38940,false,2008-09-02T06:53:23.487,12,null,false,sql,0,null
257,38942,38940,false,2008-09-02T06:53:23.487,12,null,false,mysql,0,null
908,38944,38940,false,2008-09-02T06:54:00.130,5,null,false,sql,0,null
908,38944,38940,false,2008-09-02T06:54:00.130,5,null,false,mysql,0,null
518,38945,38801,false,2008-09-02T06:54:53.293,2,null,false,sql,0,null
518,38945,38801,false,2008-09-02T06:54:53.293,2,null,false,sql-server,0,null
518,38945,38801,false,2008-09-02T06:54:53.293,2,null,false,oracle,0,null
518,38945,38801,false,2008-09-02T06:54:53.293,2,null,false,database-design,0,null
518,38945,38801,false,2008-09-02T06:54:53.293,2,null,false,hierarchy,0,null
479,38947,38920,false,2008-09-02T06:57:24.473,0,null,false,php,0,null
479,38947,38920,false,2008-09-02T06:57:24.473,0,null,false,iis,0,null
479,38947,38920,false,2008-09-02T06:57:24.473,0,null,false,smtp,0,null
116,38954,38864,false,2008-09-02T07:08:53.200,0,null,false,windows,0,null
116,38954,38864,false,2008-09-02T07:08:53.200,0,null,false,networking,0,null
116,38954,38864,false,2008-09-02T07:08:53.200,0,null,false,iphelper,0,null
4097,38956,38949,false,2008-09-02T07:12:49.150,4,null,false,java,0,null
4097,38956,38949,false,2008-09-02T07:12:49.150,4,null,false,c,0,null
4097,38956,38949,false,2008-09-02T07:12:49.150,4,null,false,perl,0,null
4097,38956,38949,false,2008-09-02T07:12:49.150,4,null,false,unicode,0,null
4097,38956,38949,false,2008-09-02T07:12:49.150,4,null,false,cross-platform,0,null
479,38961,38920,false,2008-09-02T07:19:46.073,0,null,false,php,0,null
479,38961,38920,false,2008-09-02T07:19:46.073,0,null,false,iis,0,null
479,38961,38920,false,2008-09-02T07:19:46.073,0,null,false,smtp,0,null
3641,38962,38960,false,2008-09-02T07:19:51.190,370,null,false,c#,7,null
3641,38962,38960,false,2008-09-02T07:19:51.190,370,null,false,.net,7,null
3641,38962,38960,false,2008-09-02T07:19:51.190,370,null,false,io,7,null
3911,38967,38960,false,2008-09-02T07:21:07.960,30,null,false,c#,0,null
3911,38967,38960,false,2008-09-02T07:21:07.960,30,null,false,.net,0,null
3911,38967,38960,false,2008-09-02T07:21:07.960,30,null,false,io,0,null
720,38971,38960,false,2008-09-02T07:22:11.997,78,null,false,c#,0,null
720,38971,38960,false,2008-09-02T07:22:11.997,78,null,false,.net,0,null
720,38971,38960,false,2008-09-02T07:22:11.997,78,null,false,io,0,null
3431280,38972,38948,false,2008-09-02T07:22:45.100,0,null,false,php,0,null
3431280,38972,38948,false,2008-09-02T07:22:45.100,0,null,false,struts,0,null
1633,38976,38842,false,2008-09-02T07:25:45.577,2,null,false,c#,0,null
1633,38976,38842,false,2008-09-02T07:25:45.577,2,null,false,c++,0,null
1633,38976,38842,false,2008-09-02T07:25:45.577,2,null,false,com,0,null
1633,38976,38842,false,2008-09-02T07:25:45.577,2,null,false,openoffice.org,0,null
1633,38976,38842,false,2008-09-02T07:25:45.577,2,null,false,ole,0,null
51,38978,38920,false,2008-09-02T07:30:53.520,4,null,false,php,0,null
51,38978,38920,false,2008-09-02T07:30:53.520,4,null,false,iis,0,null
51,38978,38920,false,2008-09-02T07:30:53.520,4,null,false,smtp,0,null
2554,38981,38955,false,2008-09-02T07:33:22.093,6,null,false,java,1,null
2554,38981,38955,false,2008-09-02T07:33:22.093,6,null,false,macos,1,null
2554,38981,38955,false,2008-09-02T07:33:22.093,6,null,false,osx-leopard,1,null
2554,38981,38955,false,2008-09-02T07:33:22.093,6,null,false,resolutions,1,null
1695,38986,38820,false,2008-09-02T07:43:01.197,3,null,false,oop,0,null
1695,38986,38820,false,2008-09-02T07:43:01.197,3,null,false,class-design,0,null
455552,38988,38934,false,2008-09-02T07:44:30.507,4,null,false,c++,0,null
455552,38988,38934,false,2008-09-02T07:44:30.507,4,null,false,cocoa,0,null
455552,38988,38934,false,2008-09-02T07:44:30.507,4,null,false,macos,0,null
893,38989,38987,false,2008-09-02T07:49:27.360,100,null,false,python,2,null
893,38989,38987,false,2008-09-02T07:49:27.360,100,null,false,dictionary,2,null
893,38989,38987,false,2008-09-02T07:49:27.360,100,null,false,merge,2,null
2900,38990,38987,false,2008-09-02T07:50:12.600,1819,null,false,python,2,null
2900,38990,38987,false,2008-09-02T07:50:12.600,1819,null,false,dictionary,2,null
2900,38990,38987,false,2008-09-02T07:50:12.600,1819,null,false,merge,2,null
1772,38991,38820,false,2008-09-02T07:54:57.707,2,null,false,oop,0,null
1772,38991,38820,false,2008-09-02T07:54:57.707,2,null,false,class-design,0,null
720,38994,38993,false,2008-09-02T08:08:36.473,2,null,false,regex,0,null
720,38994,38993,false,2008-09-02T08:08:36.473,2,null,false,grep,0,null
1196,39000,38993,false,2008-09-02T08:10:16.873,2,null,false,regex,0,null
1196,39000,38993,false,2008-09-02T08:10:16.873,2,null,false,grep,0,null
3171,39004,38993,false,2008-09-02T08:14:22.183,4,null,false,regex,0,null
3171,39004,38993,false,2008-09-02T08:14:22.183,4,null,false,grep,0,null
2981,39005,38934,false,2008-09-02T08:14:40.093,-2,null,false,c++,0,null
2981,39005,38934,false,2008-09-02T08:14:40.093,-2,null,false,cocoa,0,null
2981,39005,38934,false,2008-09-02T08:14:40.093,-2,null,false,macos,0,null
342,39008,39003,false,2008-09-02T08:16:43.207,0,null,false,c#,0,null
342,39008,39003,false,2008-09-02T08:16:43.207,0,null,false,.net,0,null
342,39008,39003,false,2008-09-02T08:16:43.207,0,null,false,unit-testing,0,null
342,39008,39003,false,2008-09-02T08:16:43.207,0,null,false,nunit,0,null
3320,39010,38870,false,2008-09-02T08:17:49.663,3,null,false,database,0,null
3320,39010,38870,false,2008-09-02T08:17:49.663,3,null,false,data-structures,0,null
3320,39010,38870,false,2008-09-02T08:17:49.663,3,null,false,indexing,0,null
3320,39010,38870,false,2008-09-02T08:17:49.663,3,null,false,schema,0,null
31505,39012,38998,false,2008-09-02T08:18:35.963,4,null,false,c#,1,null
31505,39012,38998,false,2008-09-02T08:18:35.963,4,null,false,.net,1,null
31505,39012,38998,false,2008-09-02T08:18:35.963,4,null,false,javascript,1,null
31505,39012,38998,false,2008-09-02T08:18:35.963,4,null,false,html,1,null
31505,39012,38998,false,2008-09-02T08:18:35.963,4,null,false,css,1,null
718,39014,39007,false,2008-09-02T08:19:38.160,0,null,false,visual-studio-2008,0,null
718,39014,39007,false,2008-09-02T08:19:38.160,0,null,false,xaml,0,null
2975,39015,38998,false,2008-09-02T08:20:29.283,25,null,false,c#,4,null
2975,39015,38998,false,2008-09-02T08:20:29.283,25,null,false,.net,4,null
2975,39015,38998,false,2008-09-02T08:20:29.283,25,null,false,javascript,4,null
2975,39015,38998,false,2008-09-02T08:20:29.283,25,null,false,html,4,null
2975,39015,38998,false,2008-09-02T08:20:29.283,25,null,false,css,4,null
5,39019,38998,false,2008-09-02T08:23:49.290,12,null,false,c#,0,null
5,39019,38998,false,2008-09-02T08:23:49.290,12,null,false,.net,0,null
5,39019,38998,false,2008-09-02T08:23:49.290,12,null,false,javascript,0,null
5,39019,38998,false,2008-09-02T08:23:49.290,12,null,false,html,0,null
5,39019,38998,false,2008-09-02T08:23:49.290,12,null,false,css,0,null
1651,39022,38907,false,2008-09-02T08:27:01.217,11,null,false,eclipse,0,null
1651,39022,38907,false,2008-09-02T08:27:01.217,11,null,false,eclipse-pde,0,null
1651,39022,38907,false,2008-09-02T08:27:01.217,11,null,false,eclipse-3.4,0,null
1651,39022,38907,false,2008-09-02T08:27:01.217,11,null,false,eclipse-3.3,0,null
5,39026,39007,false,2008-09-02T08:28:22.383,3,null,false,visual-studio-2008,0,null
5,39026,39007,false,2008-09-02T08:28:22.383,3,null,false,xaml,0,null
3713,39034,39003,false,2008-09-02T08:39:09.847,15,null,true,c#,2,null
3713,39034,39003,false,2008-09-02T08:39:09.847,15,null,true,.net,2,null
3713,39034,39003,false,2008-09-02T08:39:09.847,15,null,true,unit-testing,2,null
3713,39034,39003,false,2008-09-02T08:39:09.847,15,null,true,nunit,2,null
999,39035,38875,false,2008-09-02T08:40:08.597,15,null,false,php,2,null
999,39035,38875,false,2008-09-02T08:40:08.597,15,null,false,security,2,null
999,39035,38875,false,2008-09-02T08:40:08.597,15,null,false,code-injection,2,null
372,39036,39003,false,2008-09-02T08:41:32.663,3,null,false,c#,0,null
372,39036,39003,false,2008-09-02T08:41:32.663,3,null,false,.net,0,null
372,39036,39003,false,2008-09-02T08:41:32.663,3,null,false,unit-testing,0,null
372,39036,39003,false,2008-09-02T08:41:32.663,3,null,false,nunit,0,null
3201,39045,39037,false,2008-09-02T08:45:23.200,0,null,false,automation,1,null
3201,39045,39037,false,2008-09-02T08:45:23.200,0,null,false,ms-office,1,null
1666,39049,38948,false,2008-09-02T08:48:58.653,0,null,false,php,0,null
1666,39049,38948,false,2008-09-02T08:48:58.653,0,null,false,struts,0,null
905,39058,38998,false,2008-09-02T09:00:03.900,7,null,false,c#,0,null
905,39058,38998,false,2008-09-02T09:00:03.900,7,null,false,.net,0,null
905,39058,38998,false,2008-09-02T09:00:03.900,7,null,false,javascript,0,null
905,39058,38998,false,2008-09-02T09:00:03.900,7,null,false,html,0,null
905,39058,38998,false,2008-09-02T09:00:03.900,7,null,false,css,0,null
267,39068,39061,false,2008-09-02T09:05:53.183,0,null,false,rpn,0,null
770,39069,39059,false,2008-09-02T09:05:58.987,1,null,false,windows,0,null
770,39069,39059,false,2008-09-02T09:05:58.987,1,null,false,windows-server-2003,0,null
1968,39071,39061,false,2008-09-02T09:06:25.897,1,null,false,rpn,0,null
893,39072,39061,false,2008-09-02T09:08:08.793,2,null,false,rpn,0,null
3201,39074,39070,false,2008-09-02T09:09:49.663,1,null,false,asp.net,0,null
3201,39074,39070,false,2008-09-02T09:09:49.663,1,null,false,ftp,0,null
720,39075,39070,false,2008-09-02T09:10:08.930,4,null,false,asp.net,0,null
720,39075,39070,false,2008-09-02T09:10:08.930,4,null,false,ftp,0,null
770,39078,39065,false,2008-09-02T09:13:17.410,4,null,false,c#,0,null
770,39078,39065,false,2008-09-02T09:13:17.410,4,null,false,localization,0,null
770,39078,39065,false,2008-09-02T09:13:17.410,4,null,false,resx,0,null
893,39079,39064,false,2008-09-02T09:13:31.043,2,null,false,.net,0,null
893,39079,39064,false,2008-09-02T09:13:31.043,2,null,false,c++,0,null
893,39079,39064,false,2008-09-02T09:13:31.043,2,null,false,dll,0,null
372,39083,39065,false,2008-09-02T09:16:56.497,15,null,false,c#,0,null
372,39083,39065,false,2008-09-02T09:16:56.497,15,null,false,localization,0,null
372,39083,39065,false,2008-09-02T09:16:56.497,15,null,false,resx,0,null
267,39089,39086,false,2008-09-02T09:24:20.953,5,null,false,python,0,null
267,39089,39086,false,2008-09-02T09:24:20.953,5,null,false,file,0,null
2974,39094,39070,false,2008-09-02T09:31:30.220,0,null,false,asp.net,0,null
2974,39094,39070,false,2008-09-02T09:31:30.220,0,null,false,ftp,0,null
3827,39096,39092,false,2008-09-02T09:32:30.920,14,null,false,windows,3,null
3827,39096,39092,false,2008-09-02T09:32:30.920,14,null,false,opengl,3,null
3827,39096,39092,false,2008-09-02T09:32:30.920,14,null,false,directx,3,null
4192,39097,39066,false,2008-09-02T09:33:30.700,5,null,false,macos,2,null
4192,39097,39066,false,2008-09-02T09:33:30.700,5,null,false,multiple-monitors,2,null
2948,39098,39092,false,2008-09-02T09:34:31.350,0,null,false,windows,0,null
2948,39098,39092,false,2008-09-02T09:34:31.350,0,null,false,opengl,0,null
2948,39098,39092,false,2008-09-02T09:34:31.350,0,null,false,directx,0,null
986,39105,39092,false,2008-09-02T09:40:36.767,2,null,false,windows,2,null
986,39105,39092,false,2008-09-02T09:40:36.767,2,null,false,opengl,2,null
986,39105,39092,false,2008-09-02T09:40:36.767,2,null,false,directx,2,null
4059,39110,39086,false,2008-09-02T09:42:21.037,235,null,false,python,12,null
4059,39110,39086,false,2008-09-02T09:42:21.037,235,null,false,file,12,null
986,39111,39107,false,2008-09-02T09:42:36.277,3,null,false,networking,0,null
986,39111,39107,false,2008-09-02T09:42:36.277,3,null,false,bandwidth,0,null
986,39111,39107,false,2008-09-02T09:42:36.277,3,null,false,throttling,0,null
3590,39113,39086,false,2008-09-02T09:42:57.213,20,null,false,python,0,null
3590,39113,39086,false,2008-09-02T09:42:57.213,20,null,false,file,0,null
2150,39118,39064,false,2008-09-02T09:46:13.930,0,null,false,.net,0,null
2150,39118,39064,false,2008-09-02T09:46:13.930,0,null,false,c++,0,null
2150,39118,39064,false,2008-09-02T09:46:13.930,0,null,false,dll,0,null
2617,39120,39107,false,2008-09-02T09:46:32.523,3,null,false,networking,0,null
2617,39120,39107,false,2008-09-02T09:46:32.523,3,null,false,bandwidth,0,null
2617,39120,39107,false,2008-09-02T09:46:32.523,3,null,false,throttling,0,null
905,39123,39121,false,2008-09-02T09:48:27.107,2,null,false,testing,0,null
905,39123,39121,false,2008-09-02T09:48:27.107,2,null,false,beta,0,null
2169,39128,38875,false,2008-09-02T09:51:27.643,3,null,false,php,0,null
2169,39128,38875,false,2008-09-02T09:51:27.643,3,null,false,security,0,null
2169,39128,38875,false,2008-09-02T09:51:27.643,3,null,false,code-injection,0,null
2975,39129,39125,false,2008-09-02T09:52:09.453,1,null,false,c#,0,null
2975,39129,39125,false,2008-09-02T09:52:09.453,1,null,false,.net,0,null
2975,39129,39125,false,2008-09-02T09:52:09.453,1,null,false,class-library,0,null
372,39132,39125,false,2008-09-02T09:54:48.573,1,null,false,c#,0,null
372,39132,39125,false,2008-09-02T09:54:48.573,1,null,false,.net,0,null
372,39132,39125,false,2008-09-02T09:54:48.573,1,null,false,class-library,0,null
1196,39133,39125,false,2008-09-02T09:54:58.713,8,null,false,c#,0,null
1196,39133,39125,false,2008-09-02T09:54:58.713,8,null,false,.net,0,null
1196,39133,39125,false,2008-09-02T09:54:58.713,8,null,false,class-library,0,null
2548,39139,39037,false,2008-09-02T09:58:17.707,2,null,false,automation,0,null
2548,39139,39037,false,2008-09-02T09:58:17.707,2,null,false,ms-office,0,null
4189,39140,39116,false,2008-09-02T09:58:31.217,3,null,false,c#,3,null
4189,39140,39116,false,2008-09-02T09:58:31.217,3,null,false,visual-studio-2008,3,null
4189,39140,39116,false,2008-09-02T09:58:31.217,3,null,false,linker,3,null
123,39142,39037,false,2008-09-02T09:58:51.900,0,null,false,automation,0,null
